logFC	adj.P.Val	name	group	Regulation
-0.109427652027086	0.402753378291553	OTU_2608	unwarming_vs_warming	NS
-0.192233385575893	0.402972328743124	OTU_202	unwarming_vs_warming	NS
0.140550108183777	0.402972328743124	OTU_3526	unwarming_vs_warming	NS
-1.46390374851461	0.402972328743124	OTU_454	unwarming_vs_warming	NS
-0.0976629008408566	0.40306763336715	OTU_12739	unwarming_vs_warming	NS
0.073831320015269	0.40306763336715	OTU_3010	unwarming_vs_warming	NS
-0.101310122028094	0.40306763336715	OTU_353	unwarming_vs_warming	NS
-0.214429361285583	0.40306763336715	OTU_303	unwarming_vs_warming	NS
-0.0992484615858487	0.40306763336715	OTU_142	unwarming_vs_warming	NS
-0.273721741913559	0.40306763336715	OTU_548	unwarming_vs_warming	NS
-0.160305042987526	0.40306763336715	OTU_344	unwarming_vs_warming	NS
-1.29307256957958	0.40306763336715	OTU_212	unwarming_vs_warming	NS
-0.174800909614371	0.403781653771308	OTU_437	unwarming_vs_warming	NS
-0.139300233794541	0.403781653771308	OTU_1906	unwarming_vs_warming	NS
-0.357237451183908	0.40496163532654	OTU_695	unwarming_vs_warming	NS
-0.136302896069158	0.40607025620059	OTU_1511	unwarming_vs_warming	NS
-0.211805948034192	0.40607025620059	OTU_349	unwarming_vs_warming	NS
0.0732713074763768	0.406195892110132	OTU_2780	unwarming_vs_warming	NS
-0.131979196541686	0.40686111199783	OTU_270	unwarming_vs_warming	NS
0.0666321270556097	0.40686111199783	OTU_13322	unwarming_vs_warming	NS
-0.461520858423489	0.407221099704477	OTU_184	unwarming_vs_warming	NS
-0.909355104641933	0.408207656597766	OTU_517	unwarming_vs_warming	NS
-0.453146353632356	0.408469605740807	OTU_271	unwarming_vs_warming	NS
0.131540511678775	0.408469605740807	OTU_1466	unwarming_vs_warming	NS
0.0946660747935162	0.408469605740807	OTU_1354	unwarming_vs_warming	NS
-0.177873745999394	0.408815992944048	OTU_606	unwarming_vs_warming	NS
-0.197813550377366	0.408815992944048	OTU_1607	unwarming_vs_warming	NS
-0.147468752486027	0.408815992944048	OTU_310	unwarming_vs_warming	NS
-0.0819477202486299	0.41207831750043	OTU_2001	unwarming_vs_warming	NS
-0.818715527031892	0.41207831750043	OTU_70	unwarming_vs_warming	NS
-0.483223675848467	0.413370233151941	OTU_547	unwarming_vs_warming	NS
0.179062772065523	0.413519987057695	OTU_2375	unwarming_vs_warming	NS
0.0641991018013414	0.414229173756301	OTU_2034	unwarming_vs_warming	NS
-1.07987759909907	0.416210940739362	OTU_7	unwarming_vs_warming	NS
-0.181613945588209	0.416210940739362	OTU_243	unwarming_vs_warming	NS
-0.280493387995384	0.416210940739362	OTU_423	unwarming_vs_warming	NS
0.126476425887968	0.416210940739362	OTU_5116	unwarming_vs_warming	NS
