"name","Zi","Pi","type"
"OTU_2868",1.24211800681624,0,"Peripherals"
"OTU_288",-0.418063429582822,0.375,"Peripherals"
"OTU_2886",-0.873358518616963,0,"Peripherals"
"OTU_289",1.02059143963542,0.244897959183674,"Peripherals"
"OTU_2890",0,0,"Peripherals"
"OTU_29",0.695586634912533,0.541322314049587,"Peripherals"
"OTU_290",-0.153714178853116,0,"Peripherals"
"OTU_2904",-1.04568321937182,0,"Peripherals"
"OTU_291",-0.651081623773395,0,"Peripherals"
"OTU_2919",-1.22474487139159,0.5,"Peripherals"
"OTU_2929",0.866025403784439,0,"Peripherals"
"OTU_2935",0,0,"Peripherals"
"OTU_295",-0.491259936394124,0,"Peripherals"
"OTU_298",1.01150180836224,0.359861591695502,"Peripherals"
"OTU_299",1.85643320443544,0.2784,"Peripherals"
"OTU_2992",-0.866025403784439,0,"Peripherals"
"OTU_2994",-0.644658371220304,0.5,"Peripherals"
"OTU_3",0.260269171341445,0,"Peripherals"
"OTU_3000",0,0,"Peripherals"
"OTU_3008",-0.651081623773395,0,"Peripherals"
"OTU_301",0,0,"Peripherals"
"OTU_3017",0,0,"Peripherals"
"OTU_302",-0.881419879685137,0,"Peripherals"
"OTU_303",-0.153714178853116,0,"Peripherals"
"OTU_3042",-1.04568321937182,0,"Peripherals"
"OTU_3046",0,0,"Peripherals"
"OTU_3049",0,0,"Peripherals"
"OTU_305",-0.663983094043305,0,"Peripherals"
"OTU_306",0.55048081372217,0.346666666666667,"Peripherals"
"OTU_3063",-0.900577398181458,0,"Peripherals"
"OTU_3075",-0.418063429582822,0,"Peripherals"
"OTU_308",-0.501017615821025,0.444444444444444,"Peripherals"
"OTU_309",-0.663983094043305,0.625,"Connectors"
"OTU_31",-0.736119501971158,0.444444444444444,"Peripherals"
"OTU_310",0.64018917577131,0.277777777777778,"Peripherals"
"OTU_311",-0.610365755800732,0,"Peripherals"
"OTU_3122",-0.651081623773395,0,"Peripherals"
"OTU_313",-0.736119501971158,0,"Peripherals"
"OTU_3131",1.02059143963542,0,"Peripherals"
"OTU_3136",-0.909902758503789,0,"Peripherals"
"OTU_314",-0.768570894265581,0,"Peripherals"
"OTU_315",-0.267679818898603,0,"Peripherals"
"OTU_3161",-0.802225572149362,0,"Peripherals"
"OTU_3172",0,0,"Peripherals"
"OTU_318",0.257307200202485,0,"Peripherals"
"OTU_3181",-0.707106781186547,0.5,"Peripherals"
"OTU_3193",-0.501017615821025,0,"Peripherals"
"OTU_321",-0.499937675397428,0.375,"Peripherals"
"OTU_3212",-0.707106781186547,0.5,"Peripherals"
"OTU_3230",0,0,"Peripherals"
"OTU_3243",0,0,"Peripherals"
"OTU_325",-1.5,0.5,"Peripherals"
"OTU_327",1.56099701456174,0,"Peripherals"
"OTU_3271",-1.22474487139159,0.5,"Peripherals"
"OTU_3279",0.115163350151082,0.18,"Peripherals"
"OTU_329",-0.418063429582822,0.375,"Peripherals"
"OTU_33",1.85338976003238,0,"Peripherals"
"OTU_3321",-1.5,0.5,"Peripherals"
"OTU_333",-0.802225572149362,0,"Peripherals"
"OTU_334",1.15470053837925,0,"Peripherals"
"OTU_3340",0,0,"Peripherals"
"OTU_3346",-0.802225572149362,0,"Peripherals"
"OTU_336",-0.172143765122338,0,"Peripherals"
"OTU_3366",0,0,"Peripherals"
"OTU_3368",0,0,"Peripherals"
"OTU_3373",0.358568582800318,0,"Peripherals"
"OTU_3377",0,0,"Peripherals"
"OTU_3378",-0.501017615821025,0,"Peripherals"
"OTU_3381",-0.644658371220304,0,"Peripherals"
"OTU_3392",0,0,"Peripherals"
"OTU_340",-0.755471576991095,0,"Peripherals"
"OTU_3402",-0.501017615821025,0.444444444444444,"Peripherals"
"OTU_341",-1.73205080756888,0.5,"Peripherals"
"OTU_342",0.55048081372217,0.444444444444444,"Peripherals"
"OTU_3435",-0.707106781186547,0,"Peripherals"
"OTU_34392",-0.263752189358315,0,"Peripherals"
"OTU_344",0.257307200202485,0,"Peripherals"
"OTU_345",-0.175048292229644,0.21875,"Peripherals"
"OTU_3460",0,0,"Peripherals"
"OTU_3490",-0.873358518616963,0,"Peripherals"
"OTU_3497",1.15470053837925,0,"Peripherals"
"OTU_35",0.811534892719595,0.197530864197531,"Peripherals"
"OTU_3508",-0.707106781186547,0,"Peripherals"
"OTU_351",-0.320154113420007,0.40625,"Peripherals"
"OTU_353",1.40099370349953,0.21875,"Peripherals"
"OTU_357",-0.651081623773395,0,"Peripherals"
"OTU_3577",-0.320154113420007,0.493827160493827,"Peripherals"
"OTU_358",-0.499937675397428,0,"Peripherals"
"OTU_362",-0.802225572149362,0,"Peripherals"
"OTU_3623",0,0,"Peripherals"
"OTU_3637",-0.736119501971158,0.444444444444444,"Peripherals"
"OTU_364",-0.909902758503789,0,"Peripherals"
"OTU_366",0.260269171341445,0,"Peripherals"
"OTU_368",-0.418063429582822,0,"Peripherals"
"OTU_369",-0.418063429582822,0.375,"Peripherals"
"OTU_3699",-0.335907122544986,0,"Peripherals"
"OTU_37",-0.491259936394124,0,"Peripherals"
"OTU_370",1.81389846174292,0,"Peripherals"
"OTU_3707",-0.900577398181458,0.444444444444444,"Peripherals"
"OTU_3714",0,0,"Peripherals"
"OTU_373",-0.320154113420007,0,"Peripherals"
"OTU_375",-0.0299424710392811,0,"Peripherals"
"OTU_3759",0.257307200202485,0,"Peripherals"
"OTU_376",0.104638118106439,0,"Peripherals"
"OTU_377",-0.802225572149362,0,"Peripherals"
"OTU_38",-0.175048292229644,0,"Peripherals"
"OTU_381",0.811534892719595,0.197530864197531,"Peripherals"
"OTU_382",0.260269171341445,0.506666666666667,"Peripherals"
"OTU_3849",-0.755471576991095,0,"Peripherals"
"OTU_385",0,0,"Peripherals"
"OTU_388",-0.881419879685137,0,"Peripherals"
"OTU_39",-0.960189875679424,0,"Peripherals"
"OTU_3916",-1.04638261415677,0,"Peripherals"
"OTU_3938",-0.175048292229644,0.42,"Peripherals"
"OTU_394",0.544704779401922,0,"Peripherals"
"OTU_396",-0.153714178853116,0,"Peripherals"
"OTU_397",-0.663983094043305,0,"Peripherals"
"OTU_3973",-0.46525993461037,0,"Peripherals"
"OTU_398",0.461142536559349,0,"Peripherals"
"OTU_3984",-1.04568321937182,0,"Peripherals"
"OTU_4",-0.499937675397428,0,"Peripherals"
"OTU_40",-0.491259936394124,0,"Peripherals"
"OTU_400",-1.15470053837925,0.5,"Peripherals"
"OTU_401",-0.501017615821025,0,"Peripherals"
"OTU_402",-0.491259936394124,0,"Peripherals"
"OTU_403",-0.644658371220304,0,"Peripherals"
"OTU_4034",-0.175048292229644,0.21875,"Peripherals"
"OTU_4049",0,0,"Peripherals"
"OTU_4051",-0.663983094043305,0,"Peripherals"
"OTU_408",-0.610365755800732,0.625,"Connectors"
"OTU_4081",0.200759864173952,0.32,"Peripherals"
"OTU_4084",0,0,"Peripherals"
"OTU_409",-0.881419879685137,0,"Peripherals"
"OTU_4091",0,0,"Peripherals"
"OTU_41",0,0,"Peripherals"
"OTU_4106",0,0,"Peripherals"
"OTU_4110",0.104638118106439,0,"Peripherals"
"OTU_413",-0.960189875679424,0,"Peripherals"
"OTU_416",-0.501017615821025,0,"Peripherals"
"OTU_41654",0,0,"Peripherals"
